fname,continuum_member,condition,itemnum,Group,Block
list1_dg11_155_midhigh.ogg,11,midhigh,155,1,with_precursor
list1_dg11_19_lowmid.ogg,11,lowmid,19,1,with_precursor
list1_dg11_27_lowmid.ogg,11,lowmid,27,1,with_precursor
list1_dg11_35_lowmid.ogg,11,lowmid,35,1,with_precursor
list1_dg11_3_lowmid.ogg,11,lowmid,3,1,with_precursor
list1_dg11_43_midlow.ogg,11,midlow,43,1,with_precursor
list1_dg11_51_midlow.ogg,11,midlow,51,1,with_precursor
list1_dg11_59_midlow.ogg,11,midlow,59,1,with_precursor
list1_dg11_67_midlow.ogg,11,midlow,67,1,with_precursor
list1_dg11_75_midlow.ogg,11,midlow,75,1,with_precursor
list1_dg11_83_highmid.ogg,11,highmid,83,1,with_precursor
list1_dg11_91_highmid.ogg,11,highmid,91,1,with_precursor
list1_dg11_99_highmid.ogg,11,highmid,99,1,with_precursor
list1_dg12_100_highmid.ogg,12,highmid,100,1,with_precursor
list1_dg12_108_highmid.ogg,12,highmid,108,1,with_precursor
list1_dg12_116_highmid.ogg,12,highmid,116,1,with_precursor
list1_dg12_124_midhigh.ogg,12,midhigh,124,1,with_precursor
list1_dg12_12_lowmid.ogg,12,lowmid,12,1,with_precursor
list1_dg12_132_midhigh.ogg,12,midhigh,132,1,with_precursor
list1_dg12_140_midhigh.ogg,12,midhigh,140,1,with_precursor
list1_dg12_148_midhigh.ogg,12,midhigh,148,1,with_precursor
list1_dg12_156_midhigh.ogg,12,midhigh,156,1,with_precursor
list1_dg12_20_lowmid.ogg,12,lowmid,20,1,with_precursor
list1_dg12_28_lowmid.ogg,12,lowmid,28,1,with_precursor
list1_dg12_36_lowmid.ogg,12,lowmid,36,1,with_precursor
list1_dg12_44_midlow.ogg,12,midlow,44,1,with_precursor
list1_dg12_4_lowmid.ogg,12,lowmid,4,1,with_precursor
list1_dg12_52_midlow.ogg,12,midlow,52,1,with_precursor
list1_dg12_60_midlow.ogg,12,midlow,60,1,with_precursor
list1_dg12_68_midlow.ogg,12,midlow,68,1,with_precursor
list1_dg12_76_midlow.ogg,12,midlow,76,1,with_precursor
list1_dg12_84_highmid.ogg,12,highmid,84,1,with_precursor
list1_dg12_92_highmid.ogg,12,highmid,92,1,with_precursor
list1_dg13_101_highmid.ogg,13,highmid,101,1,with_precursor
list1_dg13_109_highmid.ogg,13,highmid,109,1,with_precursor
list1_dg13_117_highmid.ogg,13,highmid,117,1,with_precursor
list1_dg13_125_midhigh.ogg,13,midhigh,125,1,with_precursor
list1_dg13_133_midhigh.ogg,13,midhigh,133,1,with_precursor
list1_dg13_13_lowmid.ogg,13,lowmid,13,1,with_precursor
list1_dg13_141_midhigh.ogg,13,midhigh,141,1,with_precursor
list1_dg13_149_midhigh.ogg,13,midhigh,149,1,with_precursor
list1_dg13_157_midhigh.ogg,13,midhigh,157,1,with_precursor
list1_dg13_21_lowmid.ogg,13,lowmid,21,1,with_precursor
list1_dg13_29_lowmid.ogg,13,lowmid,29,1,with_precursor
list1_dg13_37_lowmid.ogg,13,lowmid,37,1,with_precursor
list1_dg13_45_midlow.ogg,13,midlow,45,1,with_precursor
list1_dg13_53_midlow.ogg,13,midlow,53,1,with_precursor
list1_dg13_5_lowmid.ogg,13,lowmid,5,1,with_precursor
list1_dg13_61_midlow.ogg,13,midlow,61,1,with_precursor
list1_dg13_69_midlow.ogg,13,midlow,69,1,with_precursor
list1_dg13_77_midlow.ogg,13,midlow,77,1,with_precursor
list1_dg13_85_highmid.ogg,13,highmid,85,1,with_precursor
list1_dg13_93_highmid.ogg,13,highmid,93,1,with_precursor
list1_dg14_102_highmid.ogg,14,highmid,102,1,with_precursor
list1_dg14_110_highmid.ogg,14,highmid,110,1,with_precursor
list1_dg14_118_highmid.ogg,14,highmid,118,1,with_precursor
list1_dg14_126_midhigh.ogg,14,midhigh,126,1,with_precursor
list1_dg14_134_midhigh.ogg,14,midhigh,134,1,with_precursor
list1_dg14_142_midhigh.ogg,14,midhigh,142,1,with_precursor
list1_dg14_14_lowmid.ogg,14,lowmid,14,1,with_precursor
list1_dg14_150_midhigh.ogg,14,midhigh,150,1,with_precursor
list1_dg14_158_midhigh.ogg,14,midhigh,158,1,with_precursor
list1_dg14_22_lowmid.ogg,14,lowmid,22,1,with_precursor
list1_dg14_30_lowmid.ogg,14,lowmid,30,1,with_precursor
list1_dg14_38_lowmid.ogg,14,lowmid,38,1,with_precursor
list1_dg14_46_midlow.ogg,14,midlow,46,1,with_precursor
list1_dg14_54_midlow.ogg,14,midlow,54,1,with_precursor
list1_dg14_62_midlow.ogg,14,midlow,62,1,with_precursor
list1_dg14_6_lowmid.ogg,14,lowmid,6,1,with_precursor
list1_dg14_70_midlow.ogg,14,midlow,70,1,with_precursor
list1_dg14_78_midlow.ogg,14,midlow,78,1,with_precursor
list1_dg14_86_highmid.ogg,14,highmid,86,1,with_precursor
list1_dg14_94_highmid.ogg,14,highmid,94,1,with_precursor
list1_dg15_103_highmid.ogg,15,highmid,103,1,with_precursor
list1_dg15_111_highmid.ogg,15,highmid,111,1,with_precursor
list1_dg15_119_highmid.ogg,15,highmid,119,1,with_precursor
list1_dg15_127_midhigh.ogg,15,midhigh,127,1,with_precursor
list1_dg15_135_midhigh.ogg,15,midhigh,135,1,with_precursor
list1_dg15_143_midhigh.ogg,15,midhigh,143,1,with_precursor
list1_dg15_151_midhigh.ogg,15,midhigh,151,1,with_precursor
list1_dg15_159_midhigh.ogg,15,midhigh,159,1,with_precursor
list1_dg15_15_lowmid.ogg,15,lowmid,15,1,with_precursor
list1_dg15_23_lowmid.ogg,15,lowmid,23,1,with_precursor
list1_dg15_31_lowmid.ogg,15,lowmid,31,1,with_precursor
list1_dg15_39_lowmid.ogg,15,lowmid,39,1,with_precursor
list1_dg15_47_midlow.ogg,15,midlow,47,1,with_precursor
list1_dg15_55_midlow.ogg,15,midlow,55,1,with_precursor
list1_dg15_63_midlow.ogg,15,midlow,63,1,with_precursor
list1_dg15_71_midlow.ogg,15,midlow,71,1,with_precursor
list1_dg15_79_midlow.ogg,15,midlow,79,1,with_precursor
list1_dg15_7_lowmid.ogg,15,lowmid,7,1,with_precursor
list1_dg15_87_highmid.ogg,15,highmid,87,1,with_precursor
list1_dg15_95_highmid.ogg,15,highmid,95,1,with_precursor
list1_dg16_104_highmid.ogg,16,highmid,104,1,with_precursor
list1_dg16_112_highmid.ogg,16,highmid,112,1,with_precursor
list1_dg16_120_highmid.ogg,16,highmid,120,1,with_precursor
list1_dg16_128_midhigh.ogg,16,midhigh,128,1,with_precursor
list1_dg16_136_midhigh.ogg,16,midhigh,136,1,with_precursor
list1_dg16_144_midhigh.ogg,16,midhigh,144,1,with_precursor
list1_dg16_152_midhigh.ogg,16,midhigh,152,1,with_precursor
list1_dg16_160_midhigh.ogg,16,midhigh,160,1,with_precursor
list1_dg16_16_lowmid.ogg,16,lowmid,16,1,with_precursor
list1_dg16_24_lowmid.ogg,16,lowmid,24,1,with_precursor
list1_dg16_32_lowmid.ogg,16,lowmid,32,1,with_precursor
list1_dg16_40_lowmid.ogg,16,lowmid,40,1,with_precursor
list1_dg16_48_midlow.ogg,16,midlow,48,1,with_precursor
list1_dg16_56_midlow.ogg,16,midlow,56,1,with_precursor
list1_dg16_64_midlow.ogg,16,midlow,64,1,with_precursor
list1_dg16_72_midlow.ogg,16,midlow,72,1,with_precursor
list1_dg16_80_midlow.ogg,16,midlow,80,1,with_precursor
list1_dg16_88_highmid.ogg,16,highmid,88,1,with_precursor
list1_dg16_8_lowmid.ogg,16,lowmid,8,1,with_precursor
list1_dg16_96_highmid.ogg,16,highmid,96,1,with_precursor
list2_dg09_105_highmid.ogg,9,highmid,105,2,with_precursor
list2_dg09_113_highmid.ogg,9,highmid,113,2,with_precursor
list2_dg09_121_midhigh.ogg,9,midhigh,121,2,with_precursor
list2_dg09_129_midhigh.ogg,9,midhigh,129,2,with_precursor
list2_dg09_137_midhigh.ogg,9,midhigh,137,2,with_precursor
list2_dg09_145_midhigh.ogg,9,midhigh,145,2,with_precursor
list2_dg09_153_midhigh.ogg,9,midhigh,153,2,with_precursor
list2_dg09_17_lowmid.ogg,9,lowmid,17,2,with_precursor
list2_dg09_1_lowmid.ogg,9,lowmid,1,2,with_precursor
list2_dg09_25_lowmid.ogg,9,lowmid,25,2,with_precursor
list2_dg09_33_lowmid.ogg,9,lowmid,33,2,with_precursor
list2_dg09_41_midlow.ogg,9,midlow,41,2,with_precursor
list2_dg09_49_midlow.ogg,9,midlow,49,2,with_precursor
list2_dg09_57_midlow.ogg,9,midlow,57,2,with_precursor
list2_dg09_65_midlow.ogg,9,midlow,65,2,with_precursor
list2_dg09_73_midlow.ogg,9,midlow,73,2,with_precursor
list2_dg09_81_highmid.ogg,9,highmid,81,2,with_precursor
list2_dg09_89_highmid.ogg,9,highmid,89,2,with_precursor
list2_dg09_97_highmid.ogg,9,highmid,97,2,with_precursor
list2_dg09_9_lowmid.ogg,9,lowmid,9,2,with_precursor
list2_dg10_106_highmid.ogg,10,highmid,106,2,with_precursor
list2_dg10_10_lowmid.ogg,10,lowmid,10,2,with_precursor
list2_dg10_114_highmid.ogg,10,highmid,114,2,with_precursor
list2_dg10_122_midhigh.ogg,10,midhigh,122,2,with_precursor
list2_dg10_130_midhigh.ogg,10,midhigh,130,2,with_precursor
list2_dg10_138_midhigh.ogg,10,midhigh,138,2,with_precursor
list2_dg10_146_midhigh.ogg,10,midhigh,146,2,with_precursor
list2_dg10_154_midhigh.ogg,10,midhigh,154,2,with_precursor
list2_dg10_18_lowmid.ogg,10,lowmid,18,2,with_precursor
list2_dg10_26_lowmid.ogg,10,lowmid,26,2,with_precursor
list2_dg10_2_lowmid.ogg,10,lowmid,2,2,with_precursor
list2_dg10_34_lowmid.ogg,10,lowmid,34,2,with_precursor
list2_dg10_42_midlow.ogg,10,midlow,42,2,with_precursor
list2_dg10_50_midlow.ogg,10,midlow,50,2,with_precursor
list2_dg10_58_midlow.ogg,10,midlow,58,2,with_precursor
list2_dg10_66_midlow.ogg,10,midlow,66,2,with_precursor
list2_dg10_74_midlow.ogg,10,midlow,74,2,with_precursor
list2_dg10_82_highmid.ogg,10,highmid,82,2,with_precursor
list2_dg10_90_highmid.ogg,10,highmid,90,2,with_precursor
list2_dg10_98_highmid.ogg,10,highmid,98,2,with_precursor
list2_dg11_107_highmid.ogg,11,highmid,107,2,with_precursor
list2_dg11_115_highmid.ogg,11,highmid,115,2,with_precursor
list2_dg11_11_lowmid.ogg,11,lowmid,11,2,with_precursor
list2_dg11_123_midhigh.ogg,11,midhigh,123,2,with_precursor
list2_dg11_131_midhigh.ogg,11,midhigh,131,2,with_precursor
list2_dg11_139_midhigh.ogg,11,midhigh,139,2,with_precursor
list2_dg11_147_midhigh.ogg,11,midhigh,147,2,with_precursor
list2_dg11_155_midhigh.ogg,11,midhigh,155,2,with_precursor
list2_dg11_19_lowmid.ogg,11,lowmid,19,2,with_precursor
list2_dg11_27_lowmid.ogg,11,lowmid,27,2,with_precursor
list2_dg11_35_lowmid.ogg,11,lowmid,35,2,with_precursor
list2_dg11_3_lowmid.ogg,11,lowmid,3,2,with_precursor
list2_dg11_43_midlow.ogg,11,midlow,43,2,with_precursor
list2_dg11_51_midlow.ogg,11,midlow,51,2,with_precursor
list2_dg11_59_midlow.ogg,11,midlow,59,2,with_precursor
list2_dg11_67_midlow.ogg,11,midlow,67,2,with_precursor
list2_dg11_75_midlow.ogg,11,midlow,75,2,with_precursor
list2_dg11_83_highmid.ogg,11,highmid,83,2,with_precursor
list2_dg11_91_highmid.ogg,11,highmid,91,2,with_precursor
list2_dg11_99_highmid.ogg,11,highmid,99,2,with_precursor
list2_dg12_100_highmid.ogg,12,highmid,100,2,with_precursor
list2_dg12_108_highmid.ogg,12,highmid,108,2,with_precursor
list2_dg12_116_highmid.ogg,12,highmid,116,2,with_precursor
list2_dg12_124_midhigh.ogg,12,midhigh,124,2,with_precursor
list2_dg12_12_lowmid.ogg,12,lowmid,12,2,with_precursor
list2_dg12_132_midhigh.ogg,12,midhigh,132,2,with_precursor
list2_dg12_140_midhigh.ogg,12,midhigh,140,2,with_precursor
list2_dg12_148_midhigh.ogg,12,midhigh,148,2,with_precursor
list2_dg12_156_midhigh.ogg,12,midhigh,156,2,with_precursor
list2_dg12_20_lowmid.ogg,12,lowmid,20,2,with_precursor
list2_dg12_28_lowmid.ogg,12,lowmid,28,2,with_precursor
list2_dg12_36_lowmid.ogg,12,lowmid,36,2,with_precursor
list2_dg12_44_midlow.ogg,12,midlow,44,2,with_precursor
list2_dg12_4_lowmid.ogg,12,lowmid,4,2,with_precursor
list2_dg12_52_midlow.ogg,12,midlow,52,2,with_precursor
list2_dg12_60_midlow.ogg,12,midlow,60,2,with_precursor
list2_dg12_68_midlow.ogg,12,midlow,68,2,with_precursor
list2_dg12_76_midlow.ogg,12,midlow,76,2,with_precursor
list2_dg12_84_highmid.ogg,12,highmid,84,2,with_precursor
list2_dg12_92_highmid.ogg,12,highmid,92,2,with_precursor
list2_dg13_101_highmid.ogg,13,highmid,101,2,with_precursor
list2_dg13_109_highmid.ogg,13,highmid,109,2,with_precursor
list2_dg13_117_highmid.ogg,13,highmid,117,2,with_precursor
list2_dg13_125_midhigh.ogg,13,midhigh,125,2,with_precursor
list2_dg13_133_midhigh.ogg,13,midhigh,133,2,with_precursor
list2_dg13_13_lowmid.ogg,13,lowmid,13,2,with_precursor
list2_dg13_141_midhigh.ogg,13,midhigh,141,2,with_precursor
list2_dg13_149_midhigh.ogg,13,midhigh,149,2,with_precursor
list2_dg13_157_midhigh.ogg,13,midhigh,157,2,with_precursor
list2_dg13_21_lowmid.ogg,13,lowmid,21,2,with_precursor
list2_dg13_29_lowmid.ogg,13,lowmid,29,2,with_precursor
list2_dg13_37_lowmid.ogg,13,lowmid,37,2,with_precursor
list2_dg13_45_midlow.ogg,13,midlow,45,2,with_precursor
list2_dg13_53_midlow.ogg,13,midlow,53,2,with_precursor
list2_dg13_5_lowmid.ogg,13,lowmid,5,2,with_precursor
list2_dg13_61_midlow.ogg,13,midlow,61,2,with_precursor
list2_dg13_69_midlow.ogg,13,midlow,69,2,with_precursor
list2_dg13_77_midlow.ogg,13,midlow,77,2,with_precursor
list2_dg13_85_highmid.ogg,13,highmid,85,2,with_precursor
list2_dg13_93_highmid.ogg,13,highmid,93,2,with_precursor
list2_dg14_102_highmid.ogg,14,highmid,102,2,with_precursor
list2_dg14_110_highmid.ogg,14,highmid,110,2,with_precursor
list2_dg14_118_highmid.ogg,14,highmid,118,2,with_precursor
list2_dg14_126_midhigh.ogg,14,midhigh,126,2,with_precursor
list2_dg14_134_midhigh.ogg,14,midhigh,134,2,with_precursor
list2_dg14_142_midhigh.ogg,14,midhigh,142,2,with_precursor
list2_dg14_14_lowmid.ogg,14,lowmid,14,2,with_precursor
list2_dg14_150_midhigh.ogg,14,midhigh,150,2,with_precursor
list2_dg14_158_midhigh.ogg,14,midhigh,158,2,with_precursor
list2_dg14_22_lowmid.ogg,14,lowmid,22,2,with_precursor
list2_dg14_30_lowmid.ogg,14,lowmid,30,2,with_precursor
list2_dg14_38_lowmid.ogg,14,lowmid,38,2,with_precursor
list2_dg14_46_midlow.ogg,14,midlow,46,2,with_precursor
list2_dg14_54_midlow.ogg,14,midlow,54,2,with_precursor
list2_dg14_62_midlow.ogg,14,midlow,62,2,with_precursor
list2_dg14_6_lowmid.ogg,14,lowmid,6,2,with_precursor
list2_dg14_70_midlow.ogg,14,midlow,70,2,with_precursor
list2_dg14_78_midlow.ogg,14,midlow,78,2,with_precursor
list2_dg14_86_highmid.ogg,14,highmid,86,2,with_precursor
list2_dg14_94_highmid.ogg,14,highmid,94,2,with_precursor
list2_dg15_103_highmid.ogg,15,highmid,103,2,with_precursor
list2_dg15_111_highmid.ogg,15,highmid,111,2,with_precursor
list2_dg15_119_highmid.ogg,15,highmid,119,2,with_precursor
list2_dg15_127_midhigh.ogg,15,midhigh,127,2,with_precursor
list2_dg15_135_midhigh.ogg,15,midhigh,135,2,with_precursor
list2_dg15_143_midhigh.ogg,15,midhigh,143,2,with_precursor
list2_dg15_151_midhigh.ogg,15,midhigh,151,2,with_precursor
list2_dg15_159_midhigh.ogg,15,midhigh,159,2,with_precursor
list2_dg15_15_lowmid.ogg,15,lowmid,15,2,with_precursor
list2_dg15_23_lowmid.ogg,15,lowmid,23,2,with_precursor
list2_dg15_31_lowmid.ogg,15,lowmid,31,2,with_precursor
list2_dg15_39_lowmid.ogg,15,lowmid,39,2,with_precursor
list2_dg15_47_midlow.ogg,15,midlow,47,2,with_precursor
list2_dg15_55_midlow.ogg,15,midlow,55,2,with_precursor
list2_dg15_63_midlow.ogg,15,midlow,63,2,with_precursor
list2_dg15_71_midlow.ogg,15,midlow,71,2,with_precursor
list2_dg15_79_midlow.ogg,15,midlow,79,2,with_precursor
list2_dg15_7_lowmid.ogg,15,lowmid,7,2,with_precursor
list2_dg15_87_highmid.ogg,15,highmid,87,2,with_precursor
list2_dg15_95_highmid.ogg,15,highmid,95,2,with_precursor
list2_dg16_104_highmid.ogg,16,highmid,104,2,with_precursor
list2_dg16_112_highmid.ogg,16,highmid,112,2,with_precursor
list2_dg16_120_highmid.ogg,16,highmid,120,2,with_precursor
list2_dg16_128_midhigh.ogg,16,midhigh,128,2,with_precursor
list2_dg16_136_midhigh.ogg,16,midhigh,136,2,with_precursor
list2_dg16_144_midhigh.ogg,16,midhigh,144,2,with_precursor
list2_dg16_152_midhigh.ogg,16,midhigh,152,2,with_precursor
list2_dg16_160_midhigh.ogg,16,midhigh,160,2,with_precursor
list2_dg16_16_lowmid.ogg,16,lowmid,16,2,with_precursor
list2_dg16_24_lowmid.ogg,16,lowmid,24,2,with_precursor
list2_dg16_32_lowmid.ogg,16,lowmid,32,2,with_precursor
list2_dg16_40_lowmid.ogg,16,lowmid,40,2,with_precursor
list2_dg16_48_midlow.ogg,16,midlow,48,2,with_precursor
list2_dg16_56_midlow.ogg,16,midlow,56,2,with_precursor
list2_dg16_64_midlow.ogg,16,midlow,64,2,with_precursor
list2_dg16_72_midlow.ogg,16,midlow,72,2,with_precursor
list2_dg16_80_midlow.ogg,16,midlow,80,2,with_precursor
list2_dg16_88_highmid.ogg,16,highmid,88,2,with_precursor
list2_dg16_8_lowmid.ogg,16,lowmid,8,2,with_precursor
list2_dg16_96_highmid.ogg,16,highmid,96,2,with_precursor
list3_dg09_105_highmid.ogg,9,highmid,105,3,with_precursor
list3_dg09_113_highmid.ogg,9,highmid,113,3,with_precursor
list3_dg09_121_midhigh.ogg,9,midhigh,121,3,with_precursor
list3_dg09_129_midhigh.ogg,9,midhigh,129,3,with_precursor
list3_dg09_137_midhigh.ogg,9,midhigh,137,3,with_precursor
list3_dg09_145_midhigh.ogg,9,midhigh,145,3,with_precursor
list3_dg09_153_midhigh.ogg,9,midhigh,153,3,with_precursor
list3_dg09_17_lowmid.ogg,9,lowmid,17,3,with_precursor
list3_dg09_1_lowmid.ogg,9,lowmid,1,3,with_precursor
list3_dg09_25_lowmid.ogg,9,lowmid,25,3,with_precursor
list3_dg09_33_lowmid.ogg,9,lowmid,33,3,with_precursor
list3_dg09_41_midlow.ogg,9,midlow,41,3,with_precursor
list3_dg09_49_midlow.ogg,9,midlow,49,3,with_precursor
list3_dg09_57_midlow.ogg,9,midlow,57,3,with_precursor
list3_dg09_65_midlow.ogg,9,midlow,65,3,with_precursor
list3_dg09_73_midlow.ogg,9,midlow,73,3,with_precursor
list3_dg09_81_highmid.ogg,9,highmid,81,3,with_precursor
list3_dg09_89_highmid.ogg,9,highmid,89,3,with_precursor
list3_dg09_97_highmid.ogg,9,highmid,97,3,with_precursor
list3_dg09_9_lowmid.ogg,9,lowmid,9,3,with_precursor
list3_dg10_106_highmid.ogg,10,highmid,106,3,with_precursor
list3_dg10_10_lowmid.ogg,10,lowmid,10,3,with_precursor
list3_dg10_114_highmid.ogg,10,highmid,114,3,with_precursor
list3_dg10_122_midhigh.ogg,10,midhigh,122,3,with_precursor
list3_dg10_130_midhigh.ogg,10,midhigh,130,3,with_precursor
list3_dg10_138_midhigh.ogg,10,midhigh,138,3,with_precursor
list3_dg10_146_midhigh.ogg,10,midhigh,146,3,with_precursor
list3_dg10_154_midhigh.ogg,10,midhigh,154,3,with_precursor
list3_dg10_18_lowmid.ogg,10,lowmid,18,3,with_precursor
list3_dg10_26_lowmid.ogg,10,lowmid,26,3,with_precursor
list3_dg10_2_lowmid.ogg,10,lowmid,2,3,with_precursor
list3_dg10_34_lowmid.ogg,10,lowmid,34,3,with_precursor
list3_dg10_42_midlow.ogg,10,midlow,42,3,with_precursor
list3_dg10_50_midlow.ogg,10,midlow,50,3,with_precursor
list3_dg10_58_midlow.ogg,10,midlow,58,3,with_precursor
list3_dg10_66_midlow.ogg,10,midlow,66,3,with_precursor
list3_dg10_74_midlow.ogg,10,midlow,74,3,with_precursor
list3_dg10_82_highmid.ogg,10,highmid,82,3,with_precursor
list3_dg10_90_highmid.ogg,10,highmid,90,3,with_precursor
list3_dg10_98_highmid.ogg,10,highmid,98,3,with_precursor
list3_dg11_107_highmid.ogg,11,highmid,107,3,with_precursor
list3_dg11_115_highmid.ogg,11,highmid,115,3,with_precursor
list3_dg11_11_lowmid.ogg,11,lowmid,11,3,with_precursor
list3_dg11_123_midhigh.ogg,11,midhigh,123,3,with_precursor
list3_dg11_131_midhigh.ogg,11,midhigh,131,3,with_precursor
list3_dg11_139_midhigh.ogg,11,midhigh,139,3,with_precursor
list3_dg11_147_midhigh.ogg,11,midhigh,147,3,with_precursor
list3_dg11_155_midhigh.ogg,11,midhigh,155,3,with_precursor
list3_dg11_19_lowmid.ogg,11,lowmid,19,3,with_precursor
list3_dg11_27_lowmid.ogg,11,lowmid,27,3,with_precursor
list3_dg11_35_lowmid.ogg,11,lowmid,35,3,with_precursor
list3_dg11_3_lowmid.ogg,11,lowmid,3,3,with_precursor
list3_dg11_43_midlow.ogg,11,midlow,43,3,with_precursor
list3_dg11_51_midlow.ogg,11,midlow,51,3,with_precursor
list3_dg11_59_midlow.ogg,11,midlow,59,3,with_precursor
list3_dg11_67_midlow.ogg,11,midlow,67,3,with_precursor
list3_dg11_75_midlow.ogg,11,midlow,75,3,with_precursor
list3_dg11_83_highmid.ogg,11,highmid,83,3,with_precursor
list3_dg11_91_highmid.ogg,11,highmid,91,3,with_precursor
list3_dg11_99_highmid.ogg,11,highmid,99,3,with_precursor
list3_dg12_100_highmid.ogg,12,highmid,100,3,with_precursor
list3_dg12_108_highmid.ogg,12,highmid,108,3,with_precursor
list3_dg12_116_highmid.ogg,12,highmid,116,3,with_precursor
list3_dg12_124_midhigh.ogg,12,midhigh,124,3,with_precursor
list3_dg12_12_lowmid.ogg,12,lowmid,12,3,with_precursor
list3_dg12_132_midhigh.ogg,12,midhigh,132,3,with_precursor
list3_dg12_140_midhigh.ogg,12,midhigh,140,3,with_precursor
list3_dg12_148_midhigh.ogg,12,midhigh,148,3,with_precursor
list3_dg12_156_midhigh.ogg,12,midhigh,156,3,with_precursor
list3_dg12_20_lowmid.ogg,12,lowmid,20,3,with_precursor
list3_dg12_28_lowmid.ogg,12,lowmid,28,3,with_precursor
list3_dg12_36_lowmid.ogg,12,lowmid,36,3,with_precursor
list3_dg12_44_midlow.ogg,12,midlow,44,3,with_precursor
list3_dg12_4_lowmid.ogg,12,lowmid,4,3,with_precursor
list3_dg12_52_midlow.ogg,12,midlow,52,3,with_precursor
list3_dg12_60_midlow.ogg,12,midlow,60,3,with_precursor
list3_dg12_68_midlow.ogg,12,midlow,68,3,with_precursor
list3_dg12_76_midlow.ogg,12,midlow,76,3,with_precursor
list3_dg12_84_highmid.ogg,12,highmid,84,3,with_precursor
list3_dg12_92_highmid.ogg,12,highmid,92,3,with_precursor
list3_dg13_101_highmid.ogg,13,highmid,101,3,with_precursor
list3_dg13_109_highmid.ogg,13,highmid,109,3,with_precursor
list3_dg13_117_highmid.ogg,13,highmid,117,3,with_precursor
list3_dg13_125_midhigh.ogg,13,midhigh,125,3,with_precursor
list3_dg13_133_midhigh.ogg,13,midhigh,133,3,with_precursor
list3_dg13_13_lowmid.ogg,13,lowmid,13,3,with_precursor
list3_dg13_141_midhigh.ogg,13,midhigh,141,3,with_precursor
list3_dg13_149_midhigh.ogg,13,midhigh,149,3,with_precursor
list3_dg13_157_midhigh.ogg,13,midhigh,157,3,with_precursor
list3_dg13_21_lowmid.ogg,13,lowmid,21,3,with_precursor
list3_dg13_29_lowmid.ogg,13,lowmid,29,3,with_precursor
list3_dg13_37_lowmid.ogg,13,lowmid,37,3,with_precursor
list3_dg13_45_midlow.ogg,13,midlow,45,3,with_precursor
list3_dg13_53_midlow.ogg,13,midlow,53,3,with_precursor
list3_dg13_5_lowmid.ogg,13,lowmid,5,3,with_precursor
list3_dg13_61_midlow.ogg,13,midlow,61,3,with_precursor
list3_dg13_69_midlow.ogg,13,midlow,69,3,with_precursor
list3_dg13_77_midlow.ogg,13,midlow,77,3,with_precursor
list3_dg13_85_highmid.ogg,13,highmid,85,3,with_precursor
list3_dg13_93_highmid.ogg,13,highmid,93,3,with_precursor
list3_dg14_102_highmid.ogg,14,highmid,102,3,with_precursor
list3_dg14_110_highmid.ogg,14,highmid,110,3,with_precursor
list3_dg14_118_highmid.ogg,14,highmid,118,3,with_precursor
list3_dg14_126_midhigh.ogg,14,midhigh,126,3,with_precursor
list3_dg14_134_midhigh.ogg,14,midhigh,134,3,with_precursor
list3_dg14_142_midhigh.ogg,14,midhigh,142,3,with_precursor
list3_dg14_14_lowmid.ogg,14,lowmid,14,3,with_precursor
list3_dg14_150_midhigh.ogg,14,midhigh,150,3,with_precursor
list3_dg14_158_midhigh.ogg,14,midhigh,158,3,with_precursor
list3_dg14_22_lowmid.ogg,14,lowmid,22,3,with_precursor
list3_dg14_30_lowmid.ogg,14,lowmid,30,3,with_precursor
list3_dg14_38_lowmid.ogg,14,lowmid,38,3,with_precursor
list3_dg14_46_midlow.ogg,14,midlow,46,3,with_precursor
list3_dg14_54_midlow.ogg,14,midlow,54,3,with_precursor
list3_dg14_62_midlow.ogg,14,midlow,62,3,with_precursor
list3_dg14_6_lowmid.ogg,14,lowmid,6,3,with_precursor
list3_dg14_70_midlow.ogg,14,midlow,70,3,with_precursor
list3_dg14_78_midlow.ogg,14,midlow,78,3,with_precursor
list3_dg14_86_highmid.ogg,14,highmid,86,3,with_precursor
list3_dg14_94_highmid.ogg,14,highmid,94,3,with_precursor
list3_dg15_103_highmid.ogg,15,highmid,103,3,with_precursor
list3_dg15_111_highmid.ogg,15,highmid,111,3,with_precursor
list3_dg15_119_highmid.ogg,15,highmid,119,3,with_precursor
list3_dg15_127_midhigh.ogg,15,midhigh,127,3,with_precursor
list3_dg15_135_midhigh.ogg,15,midhigh,135,3,with_precursor
list3_dg15_143_midhigh.ogg,15,midhigh,143,3,with_precursor
list3_dg15_151_midhigh.ogg,15,midhigh,151,3,with_precursor
list3_dg15_159_midhigh.ogg,15,midhigh,159,3,with_precursor
list3_dg15_15_lowmid.ogg,15,lowmid,15,3,with_precursor
list3_dg15_23_lowmid.ogg,15,lowmid,23,3,with_precursor
list3_dg15_31_lowmid.ogg,15,lowmid,31,3,with_precursor
list3_dg15_39_lowmid.ogg,15,lowmid,39,3,with_precursor
list3_dg15_47_midlow.ogg,15,midlow,47,3,with_precursor
list3_dg15_55_midlow.ogg,15,midlow,55,3,with_precursor
list3_dg15_63_midlow.ogg,15,midlow,63,3,with_precursor
list3_dg15_71_midlow.ogg,15,midlow,71,3,with_precursor
list3_dg15_79_midlow.ogg,15,midlow,79,3,with_precursor
list3_dg15_7_lowmid.ogg,15,lowmid,7,3,with_precursor
